t,f(t)
2300,2.6799745742411799520992121208415153898217655811449E-10
2350,3.0967016255743568934704706744707806263479619279761E-10
2400,3.5568357447933719365092408026007325444206660702854E-10
2450,4.0624152628859815778754152078999311911240109917622E-10
2500,4.6153895759883263726112757682289017228185929100210E-10
2550,5.2176132853680015008510133253893790623779706604194E-10
2600,5.8708415815757439791047345769090303399248562136765E-10
2650,6.5767267866103343285122693867897586705417686855532E-10
2700,7.3368159616791010522043615315468979548328692845626E-10
2750,8.1525494849253945948496068514574633277547756070584E-10
2800,9.0252605027824480321431113231734303483691556341200E-10
2850,9.9561751599017003503066912610327751632999153944487E-10
2900,1.0946413515451832076998119326032256956769473184672E-9
2950,1.1996991057609045409009907744480268838740725949150E-9
3000,1.3108820732931740902634786304489241428795367025029E-9
3050,1.4282715412757967076527856389635316987482504377366E-9
3100,1.5519390724553631492303020530127418489064014713106E-9
3150,1.6819468182087784558625076647359006579491995044390E-9
3200,1.8183478554270084913166924076783827889049412146717E-9
3250,1.9611865418339053264772313882381109169648948610753E-9
3300,2.1104988848749897868711937083517712957150219121727E-9
3350,2.2663129198512938871594724659869273381795283230362E-9
3400,2.4286490934832850010975277232461470542971258314574E-9
3450,2.5975206495665959521071487089703851542540804089372E-9
3500,2.7729340138231546775628519564764637926940446677450E-9
3550,2.9548891754577593012219701439350997115759087969978E-9
3600,3.1433800633014012806936492804673353735582840293821E-9
3650,3.3383949147595387847764092686574095744660517905410E-9
3700,3.5399166360873597296462363232787974435416632590026E-9
3750,3.7479231527864699461643464793487270759456687240338E-9
3800,3.9623877491602364367953013390062859293939828631024E-9
3850,4.1832793962801805960537014303754067319793330601721E-9
3900,4.4105630678053872626422308828259944889105896836888E-9
3950,4.6442000432629181860507922011208396465430524818804E-9
4000,4.8841481985417074213486127645789289022010011014944E-9
4050,5.1303622834773239161903519036605392490259709136179E-9
4100,5.3827941865121816156010937319366032744584773414027E-9
4150,5.6413931865070288761461301591890315261556258032935E-9
4200,5.9061061918565168268892217556409270902842642010299E-9
4250,6.1768779671258760960593495199820641788747172280088E-9
4300,6.4536513474786523292628233403678996364629059937313E-9
4350,6.7363674412083769874374474512956656957818575813820E-9
4400,7.0249658207211822013604758412759487961151311730076E-9
4450,7.3193847023427997410342341853308351144194307974648E-9
4500,7.6195611153431040684213169026992426306581640757522E-9
4550,7.9254310605852604273218467384901258728535576337460E-9
4600,8.2369296592154225750118794513620783651160146365156E-9
4650,8.5539912918135083183342615189770273464287565050840E-9
4700,8.8765497284265038908772378187007009783323150367603E-9
4750,9.2045382499035783707870129858301219341136053704950E-9
4800,9.5378897609475295154659342296467341944867269665188E-9
4850,9.8765368952901759679093277050030738390967472022689E-9
4900,1.0220412113390647412550593984602288831931584697275E-8
4950,1.0569447793045445068764843446280104152310688869692E-8
5000,1.0923576313287947434470233989817263546869199422556E-8
5050,1.1282730131942978862573769783567780853793543854968E-8
5100,1.1646841857189364868106169965463343214385436709563E-8
5150,1.2015844313470260401785784433033378349158839696826E-8
5200,1.2389670602077620421304776860703519992190623800940E-8
5250,1.2768254156723626196380253006558727947816326482194E-8
5300,1.3151528794398304526643554967656318758431475293438E-8
5350,1.3539428761799080021097509198634907995142703824998E-8
5400,1.3931888777604665654462346297026601055173259004394E-8
5450,1.4328844070852592215237839860178070834758548633061E-8
5500,1.4730230415666858458641521215823551991753070379392E-8
5550,1.5135984162569695134186334329449338435513583851798E-8
5600,1.5546042266599312306382449360326102289389203991999E-8
5650,1.5960342312443766951142169720618793377914528636931E-8
5700,1.6378822536789765967551192154327251868042423427943E-8
5750,1.6801421848074321656317846285045116670326351111543E-8
5800,1.7228079843816710335775351611909792394501064034058E-8
5850,1.7658736825698153637463276481471547409015897477257E-8
5900,1.8093333812547045980764887605640457143193273647177E-8
5950,1.8531812551378387508913547977269015583159809351512E-8
6000,1.8974115526627343555818939184915188118188025184300E-8
6050,1.9420185967708531589527718884262418524498999360893E-8
6100,1.9869967855024724939349761974666686750750948448619E-8
6150,2.0323405924541148516296048668225349538746190612616E-8
6200,2.0780445671034413200006138866554937550159288011524E-8
6250,2.1241033350118379831834964320474981377099402035267E-8
6300,2.1705115979142847509906572643313491432491598090574E-8
6350,2.2172641337054910448272664495256599604547570670270E-8
6400,2.2643557963307109153598094652667804252730341803068E-8
6450,2.3117815155891101133103740360452631855603874255127E-8
6500,2.3595362968570479863233811554708123722238534555847E-8
6550,2.4076152207381564542217617097437730668987485196744E-8
6600,2.4560134426466453657119742013346487908102508113289E-8
6650,2.5047261923298369328680532253268817451126393372310E-8
6700,2.5537487733355303792673575039581440846110115590032E-8
6750,2.6030765624294201637212889079045472115345900214292E-8
6800,2.6527050089674359339109857329911894283553857452422E-8
6850,2.7026296342275385443848330697750527167286445954383E-8
6900,2.7528460307051929060292298224905485062135645868555E-8
6950,2.8033498613764440282114108253302164630385991290983E-8
7000,2.8541368589322463239050139369185848710961849430302E-8
7050,2.9052028249874370705674406189238934559764337492720E-8
7100,2.9565436292675018981204868655919561276590343840349E-8
7150,3.0081552087760523967722498818307612045427506785438E-8
7200,3.0600335669457225314106646458750580939900012049275E-8
7250,3.1121747727749906878566477456500265616947828732159E-8
7300,3.1645749599532470723958955845439588211879150954243E-8
7350,3.2172303259762510925484874200821854770288711732087E-8
7400,3.2701371312539595553420521511719622877287002860569E-8
7450,3.3232916982125533579408922802446002704935086379851E-8
7500,3.3766904103923471786138638698712442636809031258489E-8
7550,3.4303297115431329022832990537303363399583055377348E-8
7600,3.4842061047183825657556295338392270952844487356978E-8
7650,3.5383161513696199461124456463367953238166204892432E-8
7700,3.5926564704421610345904271919871549242323042907578E-8
7750,3.6472237374733220591847238734860192048899488585786E-8
7800,3.7020146836940989910207590325736233060605202591547E-8
7850,3.7570260951352341670285823472184531835075660858603E-8
7900,3.8122548117385033840243850693102196426407147231161E-8
7950,3.8676977264739801897285024227267450662405150837044E-8
8000,3.9233517844639627594567235100653718694595810029525E-8
8050,3.9792139821141823691263359565761506019813760640427E-8
8100,4.0352813662528507415959387499584731234587337076151E-8
8150,4.0915510332780461587680912520083395347018098250652E-8
8200,4.1480201283138849186375118507100687734943631050730E-8
8250,4.2046858443758752136418796732600175225164849566446E-8
8300,4.2615454215458045691698032139403892673210430824685E-8
8350,4.3185961461564693787330808947179139132401918813385E-8
8400,4.3758353499865155890267929000743900750861403375878E-8
8450,4.4332604094656230210566172705628066121282022793219E-8
8500,4.4908687448902319723813538039564188845372461835037E-8
8550,4.5486578196499794517416067288328943248030477138900E-8
8600,4.6066251394649834834418140096576641585413861867593E-8
8650,4.6647682516340872277641893335503948932657394499795E-8
8700,4.7230847442941500481655706589748202905375623534516E-8
8750,4.7815722456904499780064873283287155058018221902494E-8
8800,4.8402284234582411697169862491988314312265999503273E-8
8850,4.8990509839154907263912228579296854223917042305019E-8
8900,4.9580376713668017062497156354270080685179002172181E-8
8950,5.0171862674185129478291127635774768719686753964282E-8
9000,5.0764945903049515885185985251578095235288226078831E-8
9050,5.1359604942258006478610881194477193707805896891274E-8
9100,5.1955818686945317325261655040804282037156896619665E-8
9150,5.2553566378978417102732114301033973479563736716048E-8
9200,5.3152827600660220190288708492891855738130160807435E-8
9250,5.3753582268541800527892011385681974358756999141856E-8
9300,5.4355810627342237314199652266059312651529923940962E-8
9350,5.4959493243975128538887899854021881978647993350784E-8
9400,5.5564611001680740953950586345568863431412266018192E-8
9450,5.6171145094262704834437733010025951569024078082240E-8
9500,5.6779077020428108248784191631808545777910068478344E-8
9550,5.7388388578229798073259137741699586332887658844766E-8
9600,5.7999061859609653196258141647004605333501247653026E-8
9650,5.8611079245041558847619453676868891325716118282689E-8
9700,5.9224423398272779364826468799768867220576503047700E-8
9750,5.9839077261162399606568584601010928217435765348784E-8
9800,6.0455024048615482303512555718750714296592784860818E-8
9850,6.1072247243611569577728445046281864132525078364153E-8
9900,6.1690730592326141368630542985298998098583074775845E-8
9950,6.2310458099343631296971745423460305089519169648724E-8
10000,6.2931414022960591320371962443890626121948858491206E-8
10050,6.3553582870577590142451334989875983466125132156644E-8
10100,6.4176949394178426507534714215871091364365953581944E-8
10150,6.4801498585895237033985832340554890098907428355837E-8
10200,6.5427215673658078915667387984051932777843343315799E-8
10250,6.6054086116927570470301292256506216270823826347772E-8
10300,6.6682095602509176965604280531623736989907460007064E-8
10350,6.7311230040447735250666112781795003727154025408638E-8
10400,6.7941475560000818313721725475877561234239246424975E-8
10450,6.8572818505689549841073774316687757611435457130997E-8
10500,6.9205245433425489037843763479610294178683977688177E-8
10550,6.9838743106712217270811865438170505573879413255326E-8
10600,7.0473298492920270396558631124211112248097797619292E-8
10650,7.1108898759634073841981118907747986376577716633273E-8
10700,7.1745531271069551513871370939881987333342546305653E-8
10750,7.2383183584561094341304244856723197926897563545527E-8
10800,7.3021843447116589617162910785558509592906965456119E-8
10850,7.3661498792039228227284794338382135104758954077074E-8
10900,7.4302137735614823267069737686502838155057117814507E-8
10950,7.4943748573863390380800296850748502372988171241187E-8
11000,7.5586319779353757358095503407078217761738052452044E-8
11050,7.6229839998079988029115726671077056253249246200246E-8
11100,7.6874298046398423263865170209765477221981503891599E-8
11150,7.7519682908024159853671508094557607298968113399041E-8
11200,7.8165983731085806190830214338626315473452251768769E-8
11250,7.8813189825237371925107375040785545399621516470338E-8
11300,7.9461290658826167126142810153251377195740454786060E-8
11350,8.0110275856115604884632486756540536222760503197260E-8
11400,8.0760135194561819711143575208422035583804271613310E-8
11450,8.1410858602143032510786041384843225125995174414260E-8
11500,8.2062436154740611298423464656649362438445303756521E-8
11550,8.2714858073570795148611707515455818943137333358773E-8
11600,8.3368114722666067125077201243512007622912826996459E-8
11650,8.4022196606405180086322586746803590058782967364099E-8
11700,8.4677094367090857298741248909431298166020241426981E-8
11750,8.5332798782574207690000826842948239588710845313880E-8
11800,8.5989300763924913328568740728777360244076119659247E-8
11850,8.6646591353146264306721103425096496018657528476527E-8
11900,8.7304661720934133622188088510225271405763026292946E-8
11950,8.7963503164479001887001504889529586404292177760202E-8
12000,8.8623107105310158731560057092851674816573688004268E-8
12050,8.9283465087181224608943929675149345368132646117878E-8
12100,8.9944568773996153331636001469775125092420004421913E-8
12150,9.0606409947774892083524554071659963900950682526801E-8
12200,9.1268980506657891838723967958000399804555864122219E-8
12250,9.1932272462948677080512637578007272767547752011970E-8
12300,9.2596277941193699444452427704148325039783809827261E-8
12350,9.3260989176298715406110244084063649233534862356521E-8
12400,9.3926398511680943392973183988223372576237339387167E-8
12450,9.4592498397456270719943053370769210690703543679720E-8
12500,9.5259281388660795526561800901950325165548897326585E-8
12550,9.5926740143506003430700871497653891269539213997091E-8
12600,9.6594867421666892907144994090807806821836836784308E-8
12650,9.7263656082602377450033579947408899863923335989097E-8
12700,9.7933099083907306385593651166438973950615429555507E-8
12750,9.8603189479695459766461310894205644952152481031403E-8
12800,9.9273920419012886101919516538787389521088921687009E-8
12850,9.9945285144280964760646459108175126940356148891870E-8
12900,1.0061727698976858772540586841358904896470736709625E-7
12950,1.0128988938009286798409482650596327359720409703155E-7
13000,1.0196311582874779421049227979499587948017263669600E-7
13050,1.0263694993666026352291665132959675052566338233514E-7
13100,1.0331138539077293601197650161779147157457657649913E-7
13150,1.0398641596265336640201698629307376820204975374527E-7
13200,1.0466203550712887965720302346341029519274485169653E-7
13250,1.0533823796094666856504114583980925521905138052184E-7
13300,1.0601501734145860233024229249031476982914697334689E-7
13350,1.0669236774533024599298282759060772244539460688876E-7
13400,1.0737028334727360105073303301216605364197111801316E-7
13450,1.0804875839880308801486837382654950321643245657686E-7
13500,1.0872778722701430177530035958201370339456365615672E-7
13550,1.0940736423338508058145644400011371886587527671750E-7
13600,1.1008748389259843917924278248216179369364948665701E-7
13650,1.1076814075138692617431699661025887632957600452412E-7
13700,1.1144932942739797502528626868564555746282710865515E-7
13750,1.1213104460807982720955647004584038637332383868455E-7
13800,1.1281328104958761505273280181709551536495355189504E-7
13850,1.1349603357570920047296249813628163083873087576673E-7
13900,1.1417929707681037446766951846242119460708029332145E-7
13950,1.1486306650879903056501181183394746020920889607348E-7
14000,1.1554733689210793367933890707054372863547682032152E-7
14050,1.1623210331069571385217546646175993724467795996800E-7
14100,1.1691736091106572223102427614252617925533193837305E-7
14150,1.1760310490130239434077064864402223695104619044615E-7
14200,1.1828933055012477323985833221778422983748041022027E-7
14250,1.1897603318595685252884900974124047469592818090892E-7
14300,1.1966320819601440639560023235668893310356241645161E-7
14350,1.2035085102540798094219734224649474861957596680010E-7
14400,1.2103895717626172794701889628779976896680068341040E-7
14450,1.2172752220684776897393382625870946099545098010381E-7
14500,1.2241654173073578435261809842551725845936718805683E-7
14550,1.2310601141595752802229801799521883597314597605197E-7
14600,1.2379592698418597555879730983505496667282744825677E-7
14650,1.2448628420992881889446698821297231457104069570946E-7
14700,1.2517707891973602729525164714710675715010191433649E-7
14750,1.2586830699142120008159270155787981547579304244873E-7
14800,1.2655996435329644237284581468641919107344768968387E-7
14850,1.2725204698342050080111117884783391259055054058406E-7
14900,1.2794455090885990168251330944100547346691125911928E-7
14950,1.2863747220496283955464994426824303681829019301557E-7
15000,1.2933080699464556929074215775480662852861373720685E-7
15050,1.3002455144769106018650063115991234085366828356928E-7
15100,1.3071870178005967548737287279406564236380424621761E-7
15150,1.3141325425321164578410571479625508182810255979524E-7
15200,1.3210820517344110955585527503243572424495252080948E-7
15250,1.3280355089122149888476750980203740369685067408256E-7
15300,1.3349928780056205300635749859801864266613091619891E-7
15350,1.3419541233837524689841217165417141338517575842662E-7
15400,1.3489192098385492654976352450569061736358816931700E-7
15450,1.3558881025786494689131871180002437952613245961004E-7
15500,1.3628607672233811261733841128318123094475246042573E-7
15550,1.3698371697968522627723190076870403115706921949806E-7
15600,1.3768172767221405207915097750740979359072113794903E-7
15650,1.3838010548155800781843837256092500712029555363475E-7
15700,1.3907884712811440122850196154137105552949878989531E-7
15750,1.3977794937049203085088571310764255393081473896610E-7
15800,1.4047740900496797523709389987316091385053939931880E-7
15850,1.4117722286495339792895918827997686339706325464785E-7
15900,1.4187738782046819921885154581679261009638834634642E-7
15950,1.4257790077762434916758888852029966549488312614546E-7
16000,1.4327875867811773975827975021653588918575289729563E-7
16050,1.4397995849872839739021355333951158817408733770092E-7
16100,1.4468149725082890016998930404853247443968797403573E-7
16150,1.4538337197990084763897675537491595923257297020019E-7
16200,1.4608557976505923368853793889878011385993526018171E-7
16250,1.4678811771858457645876933814443397964749569779002E-7
16300,1.4749098298546266199438956894322868820745807029980E-7
16350,1.4819417274293176134429437213417750171200760233543E-7
16400,1.4889768420003718364069716815835290291599283453722E-7
16450,1.4960151459719303048110415596346239105445441607910E-7
16500,1.5030566120575101966304097304081404633439324282660E-7
16550,1.5101012132757624898882510773410796232173415414133E-7
16600,1.5171489229462977346710582715731220231542192382025E-7
16650,1.5241997146855787179068262204566943677042575084226E-7
16700,1.5312535624028788046754593746637769003209062351907E-7
16750,1.5383104402963047642541329637205610583511663388326E-7
16800,1.5453703228488829130048462507076198596436360610295E-7
16850,1.5524331848247074295990977207062158387649259930345E-7
16900,1.5594990012651497209571887713579413656740096281816E-7
16950,1.5665677474851277396685584214840233028785957508428E-7
17000,1.5736393990694341755659411999805024816474011694421E-7
17050,1.5807139318691224655609435014214259136220190173116E-7
17100,1.5877913219979495868225208106415628002797453370210E-7
17150,1.5948715458288746189032358389201344341738646902840E-7
17200,1.6019545799906120805012735391069401394409391950622E-7
17250,1.6090404013642390661989372922075955668249122074669E-7
17300,1.6161289870798552277504768053949276400942407798303E-7
17350,1.6232203145132946633131043274424382956286174354092E-7
17400,1.6303143612828887964342248301602719144461208058604E-7
17450,1.6374111052462793446343070482242947900082408486483E-7
17500,1.6445105244972804950673157286042666689726231611657E-7
17550,1.6516125973627894220078665570516833907775385257671E-7
17600,1.6587173023997442978147094304443006675092077517720E-7
17650,1.6658246183921289655620529166355752344583134822367E-7
17700,1.6729345243480234577216816238006543119690452552629E-7
17750,1.6800469994966995611276706828140625651461334581367E-7
17800,1.6871620232857606439694669063597662354513798359499E-7
17850,1.6942795753783249757457052326390842069549700194685E-7
17900,1.7013996356502517859777081860860527839872843201384E-7
17950,1.7085221841874093220353512622867319651877568690293E-7
18000,1.7156472012829841806758778152870300625625996458379E-7
18050,1.7227746674348312018451599382221055336193479363801E-7
18100,1.7299045633428632269475147730890905093772264162794E-7
18150,1.7370368699064800371610311655203577469327818429863E-7
18200,1.7441715682220358004668204025405498685611181309202E-7
18250,1.7513086395803443688789095621612138652131402800451E-7
18300,1.7584480654642217799127346508772099602070600381400E-7
18350,1.7655898275460653286203097249288232200104218216379E-7
18400,1.7727339076854685885549560237366915366493034897263E-7
18450,1.7798802879268717718136453771230448872558312605832E-7
18500,1.7870289504972468298460866710568652600577460518079E-7
18550,1.7941798778038167080220762446799939136511784294153E-7
18600,1.8013330524318081780176304213190362032913455229527E-7
18650,1.8084884571422376829211859765647967128908677584912E-7
18700,1.8156460748697296405787374809096247446691635576763E-7
18750,1.8228058887203666610961074405834742368082198085947E-7
18800,1.8299678819695711446024301254663283451070302029803E-7
18850,1.8371320380600177353560755474589425897003931423680E-7
18900,1.8442983405995761180472400015107454076605532519595E-7
18950,1.8514667733592836517247713765450151803488883588866E-7
19000,1.8586373202713473461528647766879825074694785323295E-7
19050,1.8658099654271746945903392317715796171229798912951E-7
19100,1.8729846930754328859854728614538174916982043159840E-7
19150,1.8801614876201359283969186483330605289677286498073E-7
19200,1.8873403336187592240900385373219835098329642162136E-7
19250,1.8945212157803811452219804185020127370073874204416E-7
19300,1.9017041189638511673217913014046113512927526233062E-7
19350,1.9088890281759841258975335407649635317188813228225E-7
19400,1.9160759285697801694643865581527659266968499341667E-7
19450,1.9232648054426699900896277250997882981654226648075E-7
19500,1.9304556442347849201956648952310730110171693271136E-7
19550,1.9376484305272514918543317571287053951228458728043E-7
19600,1.9448431500405100621477701784778998613856681050179E-7
19650,1.9520397886326571153666495162150163825181243436601E-7
19700,1.9592383322978108598683758101530723248670995989257E-7
19750,1.9664387671644997443294157957114204449363736491814E-7
19800,1.9736410794940735248999230244282478488106437519088E-7
19850,1.9808452556791365214084583291921092475758214256234E-7
19900,1.9880512822420027072726293136981292934472489668578E-7
19950,1.9952591458331722841507526192331497017003129947239E-7
20000,2.0024688332298293986229233613572203172685417597187E-7
20050,2.0096803313343606643198505904082193972675573674183E-7
20100,2.0168936271728941589271169767490280650994981630327E-7
20150,2.0241087078938585713837164765257879625082896048166E-7
20200,2.0313255607665621803693284930002919484777292646514E-7
20250,2.0385441731797913508372570650024504593146583037883E-7
20300,2.0457645326404282409016993451083411874531547767995E-7
20350,2.0529866267720874168313552537922137047015802130835E-7
20400,2.0602104433137710792386428948694488015259157788448E-7
20450,2.0674359701185426087871835329295712331116892840001E-7
20500,2.0746631951522181448719565870201974063626292321033E-7
20550,2.0818921064920759157587407828028558725308104710631E-7
20600,2.0891226923255830436042457628470690543399655940933E-7
20650,2.0963549409491395526177454919608167839693828245414E-7
20700,2.1035888407668393133710512058345828648607799405877E-7
20750,2.1108243802892476609182630972290430225819587292176E-7
20800,2.1180615481321954289518282967621103470659697042051E-7
20850,2.1253003330155891466988771194596045100673110279140E-7
20900,2.1325407237622371496534374054314139420895232494975E-7
20950,2.1397827092966913595477247134570485202596838959534E-7
21000,2.1470262786441044931910209555449612559575656216444E-7
21050,2.1542714209291024639493937437822864594354138127233E-7
21100,2.1615181253746717437053432539621054601956493389328E-7
21150,2.1687663813010614571250257196194609313577714939149E-7
21200,2.1760161781246999839735894791243137276301286173065E-7
21250,2.1832675053571258490579321758301094891230089656186E-7
21300,2.1905203526039326831423730961953223978083428446642E-7
21350,2.1977747095637280418778258394989485937266458512420E-7
21400,2.2050305660271058734105137251496399678451770523100E-7
21450,2.2122879118756324288935215708581108049063320949826E-7
21500,2.2195467370808454136149193087246584216705846731356E-7
21550,2.2268070317032661798811912495746500048077654275923E-7
21600,2.2340687858914247661555955862928551713888778098659E-7
21650,2.2413319898808975902491685927977988751096132547056E-7
21700,2.2485966339933576075986549749199041803015781632832E-7
21750,2.2558627086356367488419400738101188899046085511480E-7
21800,2.2631302042988004540188039321868772341050210914531E-7
21850,2.2703991115572341237842077700904363766330208245958E-7
21900,2.2776694210677413110240302979907093594678002433286E-7
21950,2.2849411235686534792103391971386479192166462274523E-7
22000,2.2922142098789511567260318405855932685282525075388E-7
22050,2.2994886708973963192281044510468085776156033686901E-7
22100,2.3067644976016758349059822073371669293340183032818E-7
22150,2.3140416810475558102273129542097971197712316184408E-7
22200,2.3213202123680466764494201292072984857853728621617E-7
22250,2.3286000827725788598112301555092572461078135847860E-7
22300,2.3358812835461888809089181023942222034254882788005E-7
22350,2.3431638060487157312997140000290465959638607852973E-7
22400,2.3504476417140073778732212855160600026355382510054E-7
22450,2.3577327820491372479791387539519020219750197650860E-7
22500,2.3650192186336305507053486820585453312449457089521E-7
22550,2.3723069431187002920618178110773108767373907505706E-7
22600,2.3795959472264928441445171247073517258541443168235E-7
22650,2.3868862227493429306304449457186628967241665916408E-7
22700,2.3941777615490378931906619320868748727993074390852E-7
22750,2.4014705555560911056038246401994360222193740886453E-7
22800,2.4087645967690244045088278264707793159751058601653E-7
22850,2.4160598772536594078526091831652034660834757373020E-7
22900,2.4233563891424175941686919481962949720087630575250E-7
22950,2.4306541246336290178643829564820587554557879132019E-7
23000,2.4379530759908495377004327033671517298350199212581E-7
23050,2.4452532355421864376171110397887186780550438527645E-7
23100,2.4525545956796323209957534097147186857080778424696E-7
23150,2.4598571488584071613455696290759403240466291209465E-7
23200,2.4671608875963083942725473371921348080849958510902E-7
23250,2.4744658044730689374212786815331932658223684468665E-7
23300,2.4817718921297230268821311023202278798363689316491E-7
23350,2.4890791432679797603259974711826423527421335233803E-7
23400,2.4963875506496042388675104409997959082928304308666E-7
23450,2.5036971070958062013656910336935753200349685664850E-7
23500,2.5110078054866360465491100835781925931568600292870E-7
23550,2.5183196387603881400013488012409330959817134769003E-7
23600,2.5256325999130113046624151143655597568692431279403E-7
23650,2.5329466819975263950933575821847887634731483385966E-7
23700,2.5402618781234508573151591501442747091812414612285E-7
23750,2.5475781814562301775696182204185841334254580245494E-7
23800,2.5548955852166761248598529472644017419998864792570E-7
23850,2.5622140826804116936118041255986963958812811902313E-7
23900,2.5695336671773226542561598805043617226484222979841E-7
23950,2.5768543320910156209629687204805343679787472831373E-7
24000,2.5841760708582825471693235306851561906650815498311E-7
24050,2.5914988769685715609243551226785707993044179235825E-7
24100,2.5988227439634640534358278330579564512576281695125E-7
24150,2.6061476654361579355393298332371486909959596040477E-7
24200,2.6134736350309569781248365888628679298453416116796E-7
24250,2.6208006464427661538467276560929611339217544488492E-7
24300,2.6281286934165928987125763381545210770756689287870E-7
24350,2.6354577697470542133936217036290860462240684927954E-7
24400,2.6427878692778895253261777677659052213702737050486E-7
24450,2.6501189859014792338787317472934362989724334552934E-7
24500,2.6574511135583688620445206903853944517879184526900E-7
24550,2.6647842462367987392843340881724847450446567092113E-7
24600,2.6721183779722391412895422524668192560169088509659E-7
24650,2.6794535028469308135612617503738667150654700847178E-7
24700,2.6867896149894308068084981305348459658206124652245E-7
24750,2.6941267085741635532564034825674815170112871576493E-7
24800,2.7014647778209771140257959345328735644603897720124E-7
24850,2.7088038169947045287971470266910104558975804598504E-7
24900,2.7161438204047302000066812848537289407104184870070E-7
24950,2.7234847824045612448393739467046974690638297305264E-7
25000,2.7308266973914037492837949158870069395940162218607E-7
25050,2.7381695598057438594972405685499378489127986979851E-7
25100,2.7455133641309336466967247778739148292091823625988E-7
25150,2.7528581048927816827424651733187768981122448712254E-7
25200,2.7602037766591482645157930180313174754321686403641E-7
25250,2.7675503740395452261132221863816479362540446637271E-7
25300,2.7748978916847402787830159045320515815246789236388E-7
25350,2.7822463242863658194202649851086693371017444156304E-7
25400,2.7895956665765321493115086189394746588998334592075E-7
25450,2.7969459133274450456805534453419443340479031918824E-7
25500,2.8042970593510276294336384690620248607075573462737E-7
25550,2.8116490994985464733347071963703264725309919661877E-7
25600,2.8190020286602418956605339101023686596574171692483E-7
25650,2.8263558417649623851910531988648561561439556511415E-7
25700,2.8337105337798031041827008271245621951991005849507E-7
25750,2.8410660997097484167521252311340293240247973521870E-7
25800,2.8484225345973183908645032220066109836948330822691E-7
25850,2.8557798335222192228751172595370255118502987616329E-7
25900,2.8631379916009975343150469264058638776333166623696E-7
25950,2.8704970039866984913420116815896418110618060501353E-7
26000,2.8778568658685276979957890945411582518547347218359E-7
26050,2.8852175724715168151044319269672632030461051461674E-7
26100,2.8925791190561928573829239698766123247206716232527E-7
26150,2.8999415009182511219501498408392063422839025091303E-7
26200,2.9073047133882317021633055105328338534603615534145E-7
26250,2.9146687518311995413313378787065419371109663779373E-7
26300,2.9220336116464279815208632655967572587059277175562E-7
26350,2.9293992882670857633094625979192534753488827217187E-7
26400,2.9367657771599274329724681604133499651958907547094E-7
26450,2.9441330738249871142105223785749366400606655302108E-7
26500,2.9515011737952756021364791037821807572909627564797E-7
26550,2.9588700726364807378418048506835759572117561990257E-7
26600,2.9662397659466710224546906732665066895421058561222E-7
26650,2.9736102493560024301847709348375801225568434773791E-7
26700,2.9809815185264283804228260577465628349484726275213E-7
26750,2.9883535691514128295282822798533684887296015395258E-7
26800,2.9957263969556464434928693272287812685578608649130E-7
26850,3.0030999976947658132156106104858096627985176555460E-7
